Quarter,Age,Gender,Location,Total Stays,Average Length of Stay (in days)
2020Q2,0-9 ,Female,Orkney,5,0
2020Q2,0-9 ,Male,Orkney,0,NA
2020Q2,10-19 ,Female,Orkney,10,1
2020Q2,10-19 ,Male,Orkney,0,NA
2020Q2,20-29 ,Female,Orkney,5,2
2020Q2,20-29 ,Male,Orkney,10,4
2020Q2,30-39 ,Female,Orkney,10,2
2020Q2,30-39 ,Male,Orkney,10,2
2020Q2,40-49 ,Female,Orkney,12,2
2020Q2,40-49 ,Male,Orkney,10,2
2020Q2,50-59 ,Female,Orkney,17,6
2020Q2,50-59 ,Male,Orkney,12,9
2020Q2,60-69 ,Female,Orkney,25,16
2020Q2,60-69 ,Male,Orkney,34,5
2020Q2,70-79 ,Female,Orkney,29,10
2020Q2,70-79 ,Male,Orkney,40,5
2020Q2,80-89 ,Female,Orkney,40,14
2020Q2,80-89 ,Male,Orkney,36,8
2020Q2,90 +,Female,Orkney,13,19
2020Q2,90 +,Male,Orkney,10,8
2020Q3,0-9 ,Female,Orkney,0,NA
2020Q3,0-9 ,Male,Orkney,10,0
2020Q3,10-19 ,Female,Orkney,10,1
2020Q3,10-19 ,Male,Orkney,10,1
2020Q3,20-29 ,Female,Orkney,10,2
2020Q3,20-29 ,Male,Orkney,15,1
2020Q3,30-39 ,Female,Orkney,14,1
2020Q3,30-39 ,Male,Orkney,10,2
2020Q3,40-49 ,Female,Orkney,15,2
2020Q3,40-49 ,Male,Orkney,23,2
2020Q3,50-59 ,Female,Orkney,27,1
2020Q3,50-59 ,Male,Orkney,35,5
2020Q3,60-69 ,Female,Orkney,30,11
2020Q3,60-69 ,Male,Orkney,39,3
2020Q3,70-79 ,Female,Orkney,45,4
2020Q3,70-79 ,Male,Orkney,55,7
2020Q3,80-89 ,Female,Orkney,39,10
2020Q3,80-89 ,Male,Orkney,41,5
2020Q3,90 +,Female,Orkney,20,9
2020Q3,90 +,Male,Orkney,10,8
2020Q4,0-9 ,Female,Orkney,10,0
2020Q4,0-9 ,Male,Orkney,5,2
2020Q4,10-19 ,Female,Orkney,10,1
2020Q4,10-19 ,Male,Orkney,0,NA
2020Q4,20-29 ,Female,Orkney,10,1
2020Q4,20-29 ,Male,Orkney,10,1
2020Q4,30-39 ,Female,Orkney,11,2
2020Q4,30-39 ,Male,Orkney,5,3
2020Q4,40-49 ,Female,Orkney,22,2
2020Q4,40-49 ,Male,Orkney,16,2
2020Q4,50-59 ,Female,Orkney,20,4
2020Q4,50-59 ,Male,Orkney,35,3
2020Q4,60-69 ,Female,Orkney,28,6
2020Q4,60-69 ,Male,Orkney,30,5
2020Q4,70-79 ,Female,Orkney,56,11
2020Q4,70-79 ,Male,Orkney,50,10
2020Q4,80-89 ,Female,Orkney,54,8
2020Q4,80-89 ,Male,Orkney,45,10
2020Q4,90 +,Female,Orkney,21,14
2020Q4,90 +,Male,Orkney,10,9
2021Q1,0-9 ,Female,Orkney,0,NA
2021Q1,0-9 ,Male,Orkney,5,0
2021Q1,10-19 ,Female,Orkney,5,0
2021Q1,10-19 ,Male,Orkney,5,1
2021Q1,20-29 ,Female,Orkney,12,4
2021Q1,20-29 ,Male,Orkney,15,4
2021Q1,30-39 ,Female,Orkney,15,2
2021Q1,30-39 ,Male,Orkney,12,1
2021Q1,40-49 ,Female,Orkney,15,5
2021Q1,40-49 ,Male,Orkney,20,2
2021Q1,50-59 ,Female,Orkney,20,3
2021Q1,50-59 ,Male,Orkney,35,5
2021Q1,60-69 ,Female,Orkney,29,5
2021Q1,60-69 ,Male,Orkney,36,4
2021Q1,70-79 ,Female,Orkney,53,4
2021Q1,70-79 ,Male,Orkney,51,3
2021Q1,80-89 ,Female,Orkney,53,7
2021Q1,80-89 ,Male,Orkney,64,6
2021Q1,90 +,Female,Orkney,11,20
2021Q1,90 +,Male,Orkney,15,15
2021Q2,0-9 ,Female,Orkney,5,3
2021Q2,0-9 ,Male,Orkney,10,1
2021Q2,10-19 ,Female,Orkney,10,1
2021Q2,10-19 ,Male,Orkney,5,0
2021Q2,20-29 ,Female,Orkney,12,5
2021Q2,20-29 ,Male,Orkney,10,3
2021Q2,30-39 ,Female,Orkney,15,2
2021Q2,30-39 ,Male,Orkney,13,2
2021Q2,40-49 ,Female,Orkney,15,2
2021Q2,40-49 ,Male,Orkney,10,2
2021Q2,50-59 ,Female,Orkney,20,2
2021Q2,50-59 ,Male,Orkney,35,5
2021Q2,60-69 ,Female,Orkney,25,6
2021Q2,60-69 ,Male,Orkney,50,8
2021Q2,70-79 ,Female,Orkney,59,5
2021Q2,70-79 ,Male,Orkney,58,5
2021Q2,80-89 ,Female,Orkney,45,17
2021Q2,80-89 ,Male,Orkney,49,5
2021Q2,90 +,Female,Orkney,30,17
2021Q2,90 +,Male,Orkney,0,NA
2021Q3,0-9 ,Female,Orkney,0,NA
2021Q3,0-9 ,Male,Orkney,5,1
2021Q3,10-19 ,Female,Orkney,5,1
2021Q3,10-19 ,Male,Orkney,10,2
2021Q3,20-29 ,Female,Orkney,10,1
2021Q3,20-29 ,Male,Orkney,5,3
2021Q3,30-39 ,Female,Orkney,15,5
2021Q3,30-39 ,Male,Orkney,15,2
2021Q3,40-49 ,Female,Orkney,10,5
2021Q3,40-49 ,Male,Orkney,10,4
2021Q3,50-59 ,Female,Orkney,35,7
2021Q3,50-59 ,Male,Orkney,45,3
2021Q3,60-69 ,Female,Orkney,40,4
2021Q3,60-69 ,Male,Orkney,45,6
2021Q3,70-79 ,Female,Orkney,65,4
2021Q3,70-79 ,Male,Orkney,58,10
2021Q3,80-89 ,Female,Orkney,48,9
2021Q3,80-89 ,Male,Orkney,54,6
2021Q3,90 +,Female,Orkney,30,7
2021Q3,90 +,Male,Orkney,10,10
2020Q1,0-9 ,Female,Shetland,10,1
2020Q1,0-9 ,Male,Shetland,15,0
2020Q1,10-19 ,Female,Shetland,10,1
2020Q1,10-19 ,Male,Shetland,5,2
2020Q1,20-29 ,Female,Shetland,10,5
2020Q1,20-29 ,Male,Shetland,10,2
2020Q1,30-39 ,Female,Shetland,16,2
2020Q1,30-39 ,Male,Shetland,25,4
2020Q1,40-49 ,Female,Shetland,20,2
2020Q1,40-49 ,Male,Shetland,27,3
2020Q1,50-59 ,Female,Shetland,25,10
2020Q1,50-59 ,Male,Shetland,30,4
2020Q1,60-69 ,Female,Shetland,35,3
2020Q1,60-69 ,Male,Shetland,40,3
2020Q1,70-79 ,Female,Shetland,40,6
2020Q1,70-79 ,Male,Shetland,51,6
2020Q1,80-89 ,Female,Shetland,46,5
2020Q1,80-89 ,Male,Shetland,35,6
2020Q1,90 +,Female,Shetland,17,14
2020Q1,90 +,Male,Shetland,11,10
2020Q2,0-9 ,Female,Shetland,0,NA
2020Q2,0-9 ,Male,Shetland,5,1
2020Q2,10-19 ,Female,Shetland,5,12
2020Q2,10-19 ,Male,Shetland,5,1
2020Q2,20-29 ,Female,Shetland,20,3
2020Q2,20-29 ,Male,Shetland,14,1
2020Q2,30-39 ,Female,Shetland,13,2
2020Q2,30-39 ,Male,Shetland,10,2
2020Q2,40-49 ,Female,Shetland,15,3
2020Q2,40-49 ,Male,Shetland,19,4
2020Q2,50-59 ,Female,Shetland,22,3
2020Q2,50-59 ,Male,Shetland,27,3
2020Q2,60-69 ,Female,Shetland,24,4
2020Q2,60-69 ,Male,Shetland,25,7
2020Q2,70-79 ,Female,Shetland,16,10
2020Q2,70-79 ,Male,Shetland,44,8
2020Q2,80-89 ,Female,Shetland,29,7
2020Q2,80-89 ,Male,Shetland,30,9
2020Q2,90 +,Female,Shetland,10,2
2020Q2,90 +,Male,Shetland,0,NA
2020Q3,0-9 ,Female,Shetland,0,NA
2020Q3,0-9 ,Male,Shetland,5,4
2020Q3,10-19 ,Female,Shetland,5,1
2020Q3,10-19 ,Male,Shetland,10,2
2020Q3,20-29 ,Female,Shetland,18,7
2020Q3,20-29 ,Male,Shetland,10,3
2020Q3,30-39 ,Female,Shetland,17,2
2020Q3,30-39 ,Male,Shetland,17,2
2020Q3,40-49 ,Female,Shetland,15,2
2020Q3,40-49 ,Male,Shetland,28,2
2020Q3,50-59 ,Female,Shetland,25,2
2020Q3,50-59 ,Male,Shetland,40,3
2020Q3,60-69 ,Female,Shetland,35,2
2020Q3,60-69 ,Male,Shetland,41,9
2020Q3,70-79 ,Female,Shetland,52,5
2020Q3,70-79 ,Male,Shetland,68,5
2020Q3,80-89 ,Female,Shetland,47,6
2020Q3,80-89 ,Male,Shetland,37,4
2020Q3,90 +,Female,Shetland,15,10
2020Q3,90 +,Male,Shetland,5,8
2020Q4,0-9 ,Female,Shetland,5,2
2020Q4,0-9 ,Male,Shetland,10,1
2020Q4,10-19 ,Female,Shetland,13,1
2020Q4,10-19 ,Male,Shetland,15,1
2020Q4,20-29 ,Female,Shetland,22,4
2020Q4,20-29 ,Male,Shetland,10,1
2020Q4,30-39 ,Female,Shetland,15,3
2020Q4,30-39 ,Male,Shetland,15,4
2020Q4,40-49 ,Female,Shetland,15,2
2020Q4,40-49 ,Male,Shetland,13,13
2020Q4,50-59 ,Female,Shetland,28,2
2020Q4,50-59 ,Male,Shetland,35,4
2020Q4,60-69 ,Female,Shetland,25,3
2020Q4,60-69 ,Male,Shetland,35,5
2020Q4,70-79 ,Female,Shetland,50,5
2020Q4,70-79 ,Male,Shetland,77,4
2020Q4,80-89 ,Female,Shetland,38,5
2020Q4,80-89 ,Male,Shetland,39,7
2020Q4,90 +,Female,Shetland,10,11
2020Q4,90 +,Male,Shetland,5,6
2021Q1,0-9 ,Female,Shetland,5,1
2021Q1,0-9 ,Male,Shetland,0,NA
2021Q1,10-19 ,Female,Shetland,5,3
2021Q1,10-19 ,Male,Shetland,10,2
2021Q1,20-29 ,Female,Shetland,36,2
2021Q1,20-29 ,Male,Shetland,14,2
2021Q1,30-39 ,Female,Shetland,15,3
2021Q1,30-39 ,Male,Shetland,15,4
2021Q1,40-49 ,Female,Shetland,15,2
2021Q1,40-49 ,Male,Shetland,20,4
2021Q1,50-59 ,Female,Shetland,25,2
2021Q1,50-59 ,Male,Shetland,30,3
2021Q1,60-69 ,Female,Shetland,30,3
2021Q1,60-69 ,Male,Shetland,38,7
2021Q1,70-79 ,Female,Shetland,40,4
2021Q1,70-79 ,Male,Shetland,60,5
2021Q1,80-89 ,Female,Shetland,28,7
2021Q1,80-89 ,Male,Shetland,46,5
2021Q1,90 +,Female,Shetland,10,10
2021Q1,90 +,Male,Shetland,10,8
2021Q2,0-9 ,Female,Shetland,5,2
2021Q2,0-9 ,Male,Shetland,10,1
2021Q2,10-19 ,Female,Shetland,10,1
2021Q2,10-19 ,Male,Shetland,5,1
2021Q2,20-29 ,Female,Shetland,17,1
2021Q2,20-29 ,Male,Shetland,10,7
2021Q2,30-39 ,Female,Shetland,16,2
2021Q2,30-39 ,Male,Shetland,15,3
2021Q2,40-49 ,Female,Shetland,25,3
2021Q2,40-49 ,Male,Shetland,21,3
2021Q2,50-59 ,Female,Shetland,25,4
2021Q2,50-59 ,Male,Shetland,21,3
2021Q2,60-69 ,Female,Shetland,40,6
2021Q2,60-69 ,Male,Shetland,30,5
2021Q2,70-79 ,Female,Shetland,55,4
2021Q2,70-79 ,Male,Shetland,54,5
2021Q2,80-89 ,Female,Shetland,36,9
2021Q2,80-89 ,Male,Shetland,39,5
2021Q2,90 +,Female,Shetland,11,8
2021Q2,90 +,Male,Shetland,10,6
2021Q3,0-9 ,Female,Shetland,10,2
2021Q3,0-9 ,Male,Shetland,10,4
2021Q3,10-19 ,Female,Shetland,5,1
2021Q3,10-19 ,Male,Shetland,10,0
2021Q3,20-29 ,Female,Shetland,14,1
2021Q3,20-29 ,Male,Shetland,20,3
2021Q3,30-39 ,Female,Shetland,28,1
2021Q3,30-39 ,Male,Shetland,20,2
2021Q3,40-49 ,Female,Shetland,15,1
2021Q3,40-49 ,Male,Shetland,18,3
2021Q3,50-59 ,Female,Shetland,24,4
2021Q3,50-59 ,Male,Shetland,31,3
2021Q3,60-69 ,Female,Shetland,35,5
2021Q3,60-69 ,Male,Shetland,48,6
2021Q3,70-79 ,Female,Shetland,42,5
2021Q3,70-79 ,Male,Shetland,45,5
2021Q3,80-89 ,Female,Shetland,25,6
2021Q3,80-89 ,Male,Shetland,46,3
2021Q3,90 +,Female,Shetland,15,11
2021Q3,90 +,Male,Shetland,10,10
2020Q1,0-9 ,Female,Tayside,38,1
2020Q1,0-9 ,Male,Tayside,47,0
2020Q1,10-19 ,Female,Tayside,136,1
2020Q1,10-19 ,Male,Tayside,116,2
2020Q1,20-29 ,Female,Tayside,342,3
2020Q1,20-29 ,Male,Tayside,290,2
2020Q1,30-39 ,Female,Tayside,405,2
2020Q1,30-39 ,Male,Tayside,386,2
2020Q1,40-49 ,Female,Tayside,438,3
2020Q1,40-49 ,Male,Tayside,452,3
2020Q1,50-59 ,Female,Tayside,769,2
2020Q1,50-59 ,Male,Tayside,831,3
2020Q1,60-69 ,Female,Tayside,911,6
2020Q1,60-69 ,Male,Tayside,1146,7
2020Q1,70-79 ,Female,Tayside,1156,9
2020Q1,70-79 ,Male,Tayside,1461,6
2020Q1,80-89 ,Female,Tayside,1084,13
2020Q1,80-89 ,Male,Tayside,1066,12
2020Q1,90 +,Female,Tayside,430,9
2020Q1,90 +,Male,Tayside,193,10
2020Q2,0-9 ,Female,Tayside,23,0
2020Q2,0-9 ,Male,Tayside,14,0
2020Q2,10-19 ,Female,Tayside,56,1
2020Q2,10-19 ,Male,Tayside,67,4
2020Q2,20-29 ,Female,Tayside,230,2
2020Q2,20-29 ,Male,Tayside,175,4
2020Q2,30-39 ,Female,Tayside,297,2
2020Q2,30-39 ,Male,Tayside,307,2
2020Q2,40-49 ,Female,Tayside,365,3
2020Q2,40-49 ,Male,Tayside,359,4
2020Q2,50-59 ,Female,Tayside,568,3
2020Q2,50-59 ,Male,Tayside,664,4
2020Q2,60-69 ,Female,Tayside,670,5
2020Q2,60-69 ,Male,Tayside,780,6
2020Q2,70-79 ,Female,Tayside,804,7
2020Q2,70-79 ,Male,Tayside,915,6
2020Q2,80-89 ,Female,Tayside,866,5
2020Q2,80-89 ,Male,Tayside,739,10
2020Q2,90 +,Female,Tayside,278,9
2020Q2,90 +,Male,Tayside,146,8
2020Q3,0-9 ,Female,Tayside,41,0
2020Q3,0-9 ,Male,Tayside,39,1
2020Q3,10-19 ,Female,Tayside,103,2
2020Q3,10-19 ,Male,Tayside,115,2
2020Q3,20-29 ,Female,Tayside,297,2
2020Q3,20-29 ,Male,Tayside,297,3
2020Q3,30-39 ,Female,Tayside,385,3
2020Q3,30-39 ,Male,Tayside,321,3
2020Q3,40-49 ,Female,Tayside,452,3
2020Q3,40-49 ,Male,Tayside,391,3
2020Q3,50-59 ,Female,Tayside,710,5
2020Q3,50-59 ,Male,Tayside,711,4
2020Q3,60-69 ,Female,Tayside,867,5
2020Q3,60-69 ,Male,Tayside,968,4
2020Q3,70-79 ,Female,Tayside,1106,6
2020Q3,70-79 ,Male,Tayside,1221,6
2020Q3,80-89 ,Female,Tayside,1009,7
2020Q3,80-89 ,Male,Tayside,883,7
2020Q3,90 +,Female,Tayside,337,12
2020Q3,90 +,Male,Tayside,179,8
2020Q4,0-9 ,Female,Tayside,25,1
2020Q4,0-9 ,Male,Tayside,31,1
2020Q4,10-19 ,Female,Tayside,86,1
2020Q4,10-19 ,Male,Tayside,109,1
2020Q4,20-29 ,Female,Tayside,285,2
2020Q4,20-29 ,Male,Tayside,240,2
2020Q4,30-39 ,Female,Tayside,403,5
2020Q4,30-39 ,Male,Tayside,292,2
2020Q4,40-49 ,Female,Tayside,470,4
2020Q4,40-49 ,Male,Tayside,401,3
2020Q4,50-59 ,Female,Tayside,702,4
2020Q4,50-59 ,Male,Tayside,709,5
2020Q4,60-69 ,Female,Tayside,854,5
2020Q4,60-69 ,Male,Tayside,1009,5
2020Q4,70-79 ,Female,Tayside,1085,9
2020Q4,70-79 ,Male,Tayside,1273,4
2020Q4,80-89 ,Female,Tayside,1034,11
2020Q4,80-89 ,Male,Tayside,844,5
2020Q4,90 +,Female,Tayside,355,8
2020Q4,90 +,Male,Tayside,219,6
2021Q1,0-9 ,Female,Tayside,20,0
2021Q1,0-9 ,Male,Tayside,15,0
2021Q1,10-19 ,Female,Tayside,104,1
2021Q1,10-19 ,Male,Tayside,87,2
2021Q1,20-29 ,Female,Tayside,267,2
2021Q1,20-29 ,Male,Tayside,198,2
2021Q1,30-39 ,Female,Tayside,368,3
2021Q1,30-39 ,Male,Tayside,295,3
2021Q1,40-49 ,Female,Tayside,437,4
2021Q1,40-49 ,Male,Tayside,379,4
2021Q1,50-59 ,Female,Tayside,618,5
2021Q1,50-59 ,Male,Tayside,625,4
2021Q1,60-69 ,Female,Tayside,731,4
2021Q1,60-69 ,Male,Tayside,904,5
2021Q1,70-79 ,Female,Tayside,957,5
2021Q1,70-79 ,Male,Tayside,1080,6
2021Q1,80-89 ,Female,Tayside,941,4
2021Q1,80-89 ,Male,Tayside,799,11
2021Q1,90 +,Female,Tayside,355,16
2021Q1,90 +,Male,Tayside,194,8
2021Q2,0-9 ,Female,Tayside,29,1
2021Q2,0-9 ,Male,Tayside,41,1
2021Q2,10-19 ,Female,Tayside,104,2
2021Q2,10-19 ,Male,Tayside,99,3
2021Q2,20-29 ,Female,Tayside,324,2
2021Q2,20-29 ,Male,Tayside,258,2
2021Q2,30-39 ,Female,Tayside,380,3
2021Q2,30-39 ,Male,Tayside,304,2
2021Q2,40-49 ,Female,Tayside,485,3
2021Q2,40-49 ,Male,Tayside,414,4
2021Q2,50-59 ,Female,Tayside,737,4
2021Q2,50-59 ,Male,Tayside,750,6
2021Q2,60-69 ,Female,Tayside,874,4
2021Q2,60-69 ,Male,Tayside,1049,3
2021Q2,70-79 ,Female,Tayside,1113,6
2021Q2,70-79 ,Male,Tayside,1251,6
2021Q2,80-89 ,Female,Tayside,1033,11
2021Q2,80-89 ,Male,Tayside,894,9
2021Q2,90 +,Female,Tayside,294,14
2021Q2,90 +,Male,Tayside,226,6
2021Q3,0-9 ,Female,Tayside,35,1
2021Q3,0-9 ,Male,Tayside,30,0
2021Q3,10-19 ,Female,Tayside,99,1
2021Q3,10-19 ,Male,Tayside,100,50
2021Q3,20-29 ,Female,Tayside,321,2
2021Q3,20-29 ,Male,Tayside,321,2
2021Q3,30-39 ,Female,Tayside,361,2
2021Q3,30-39 ,Male,Tayside,378,4
2021Q3,40-49 ,Female,Tayside,468,3
2021Q3,40-49 ,Male,Tayside,430,4
2021Q3,50-59 ,Female,Tayside,673,4
2021Q3,50-59 ,Male,Tayside,736,4
2021Q3,60-69 ,Female,Tayside,890,5
2021Q3,60-69 ,Male,Tayside,1051,4
2021Q3,70-79 ,Female,Tayside,1105,7
2021Q3,70-79 ,Male,Tayside,1278,9
2021Q3,80-89 ,Female,Tayside,1099,12
2021Q3,80-89 ,Male,Tayside,890,4
2021Q3,90 +,Female,Tayside,314,14
2021Q3,90 +,Male,Tayside,219,10
2020Q1,0-9 ,Female,Western Isle,0,NA
2020Q1,10-19 ,Female,Western Isle,11,2
2020Q1,10-19 ,Male,Western Isle,10,5
2020Q1,20-29 ,Female,Western Isle,15,3
2020Q1,20-29 ,Male,Western Isle,18,1
2020Q1,30-39 ,Female,Western Isle,5,4
2020Q1,30-39 ,Male,Western Isle,5,2
2020Q1,40-49 ,Female,Western Isle,27,2
2020Q1,40-49 ,Male,Western Isle,15,2
2020Q1,50-59 ,Female,Western Isle,34,6
2020Q1,50-59 ,Male,Western Isle,41,3
2020Q1,60-69 ,Female,Western Isle,47,9
2020Q1,60-69 ,Male,Western Isle,69,3
2020Q1,70-79 ,Female,Western Isle,92,6
2020Q1,70-79 ,Male,Western Isle,98,8
2020Q1,80-89 ,Female,Western Isle,77,9
2020Q1,80-89 ,Male,Western Isle,58,10
2020Q1,90 +,Female,Western Isle,32,10
2020Q1,90 +,Male,Western Isle,20,12
2020Q2,0-9 ,Female,Western Isle,0,NA
2020Q2,0-9 ,Male,Western Isle,0,NA
2020Q2,10-19 ,Female,Western Isle,0,NA
2020Q2,10-19 ,Male,Western Isle,5,3
2020Q2,20-29 ,Female,Western Isle,10,6
2020Q2,20-29 ,Male,Western Isle,15,1
2020Q2,30-39 ,Female,Western Isle,11,2
2020Q2,30-39 ,Male,Western Isle,10,2
2020Q2,40-49 ,Female,Western Isle,24,2
2020Q2,40-49 ,Male,Western Isle,10,2
2020Q2,50-59 ,Female,Western Isle,30,2
2020Q2,50-59 ,Male,Western Isle,27,3
2020Q2,60-69 ,Female,Western Isle,43,3
2020Q2,60-69 ,Male,Western Isle,56,2
2020Q2,70-79 ,Female,Western Isle,45,3
2020Q2,70-79 ,Male,Western Isle,49,4
2020Q2,80-89 ,Female,Western Isle,65,5
2020Q2,80-89 ,Male,Western Isle,40,3
2020Q2,90 +,Female,Western Isle,11,8
2020Q2,90 +,Male,Western Isle,10,5
2020Q3,0-9 ,Female,Western Isle,5,1
2020Q3,0-9 ,Male,Western Isle,0,NA
2020Q3,10-19 ,Female,Western Isle,5,4
2020Q3,10-19 ,Male,Western Isle,5,1
2020Q3,20-29 ,Female,Western Isle,12,1
2020Q3,20-29 ,Male,Western Isle,16,1
2020Q3,30-39 ,Female,Western Isle,18,1
2020Q3,30-39 ,Male,Western Isle,12,2
2020Q3,40-49 ,Female,Western Isle,11,2
2020Q3,40-49 ,Male,Western Isle,20,4
2020Q3,50-59 ,Female,Western Isle,25,2
2020Q3,50-59 ,Male,Western Isle,49,2
2020Q3,60-69 ,Female,Western Isle,35,6
2020Q3,60-69 ,Male,Western Isle,51,4
2020Q3,70-79 ,Female,Western Isle,60,4
2020Q3,70-79 ,Male,Western Isle,50,9
2020Q3,80-89 ,Female,Western Isle,78,8
2020Q3,80-89 ,Male,Western Isle,45,4
2020Q3,90 +,Female,Western Isle,19,17
2020Q3,90 +,Male,Western Isle,10,10
2020Q4,0-9 ,Female,Western Isle,0,NA
2020Q4,0-9 ,Male,Western Isle,0,NA
2020Q4,10-19 ,Female,Western Isle,10,1
2020Q4,10-19 ,Male,Western Isle,10,0
2020Q4,20-29 ,Female,Western Isle,15,2
2020Q4,20-29 ,Male,Western Isle,17,1
2020Q4,30-39 ,Female,Western Isle,11,1
2020Q4,30-39 ,Male,Western Isle,15,1
2020Q4,40-49 ,Female,Western Isle,25,1
2020Q4,40-49 ,Male,Western Isle,31,4
2020Q4,50-59 ,Female,Western Isle,31,3
2020Q4,50-59 ,Male,Western Isle,62,3
2020Q4,60-69 ,Female,Western Isle,68,3
2020Q4,60-69 ,Male,Western Isle,60,6
2020Q4,70-79 ,Female,Western Isle,77,5
2020Q4,70-79 ,Male,Western Isle,84,9
2020Q4,80-89 ,Female,Western Isle,72,5
2020Q4,80-89 ,Male,Western Isle,44,4
2020Q4,90 +,Female,Western Isle,32,11
2020Q4,90 +,Male,Western Isle,12,13
2021Q1,0-9 ,Female,Western Isle,0,NA
2021Q1,10-19 ,Female,Western Isle,5,0
2021Q1,10-19 ,Male,Western Isle,5,2
2021Q1,20-29 ,Female,Western Isle,10,1
2021Q1,20-29 ,Male,Western Isle,15,1
2021Q1,30-39 ,Female,Western Isle,10,1
2021Q1,30-39 ,Male,Western Isle,18,2
2021Q1,40-49 ,Female,Western Isle,15,1
2021Q1,40-49 ,Male,Western Isle,13,3
2021Q1,50-59 ,Female,Western Isle,26,3
2021Q1,50-59 ,Male,Western Isle,41,8
2021Q1,60-69 ,Female,Western Isle,51,3
2021Q1,60-69 ,Male,Western Isle,46,6
2021Q1,70-79 ,Female,Western Isle,48,7
2021Q1,70-79 ,Male,Western Isle,62,6
2021Q1,80-89 ,Female,Western Isle,77,11
2021Q1,80-89 ,Male,Western Isle,37,13
2021Q1,90 +,Female,Western Isle,17,16
2021Q1,90 +,Male,Western Isle,13,16
2021Q2,0-9 ,Female,Western Isle,0,NA
2021Q2,0-9 ,Male,Western Isle,0,NA
2021Q2,10-19 ,Female,Western Isle,5,1
2021Q2,10-19 ,Male,Western Isle,5,1
2021Q2,20-29 ,Female,Western Isle,15,3
2021Q2,20-29 ,Male,Western Isle,15,2
2021Q2,30-39 ,Female,Western Isle,16,2
2021Q2,30-39 ,Male,Western Isle,10,1
2021Q2,40-49 ,Female,Western Isle,15,3
2021Q2,40-49 ,Male,Western Isle,12,3
2021Q2,50-59 ,Female,Western Isle,29,3
2021Q2,50-59 ,Male,Western Isle,40,4
2021Q2,60-69 ,Female,Western Isle,62,6
2021Q2,60-69 ,Male,Western Isle,66,5
2021Q2,70-79 ,Female,Western Isle,69,6
2021Q2,70-79 ,Male,Western Isle,85,4
2021Q2,80-89 ,Female,Western Isle,79,12
2021Q2,80-89 ,Male,Western Isle,39,14
2021Q2,90 +,Female,Western Isle,26,13
2021Q2,90 +,Male,Western Isle,10,26
2021Q3,0-9 ,Female,Western Isle,0,NA
2021Q3,0-9 ,Male,Western Isle,5,1
2021Q3,10-19 ,Female,Western Isle,5,0
2021Q3,10-19 ,Male,Western Isle,5,1
2021Q3,20-29 ,Female,Western Isle,15,3
2021Q3,20-29 ,Male,Western Isle,19,2
2021Q3,30-39 ,Female,Western Isle,20,7
2021Q3,30-39 ,Male,Western Isle,20,2
2021Q3,40-49 ,Female,Western Isle,22,2
2021Q3,40-49 ,Male,Western Isle,30,2
2021Q3,50-59 ,Female,Western Isle,31,4
2021Q3,50-59 ,Male,Western Isle,48,4
2021Q3,60-69 ,Female,Western Isle,64,5
2021Q3,60-69 ,Male,Western Isle,65,4
2021Q3,70-79 ,Female,Western Isle,74,4
2021Q3,70-79 ,Male,Western Isle,82,6
2021Q3,80-89 ,Female,Western Isle,90,1
2021Q3,80-89 ,Male,Western Isle,38,8
2021Q3,90 +,Female,Western Isle,15,18
2021Q3,90 +,Male,Western Isle,14,12
